CODIGO_PROYECTO;SUBDIRECCION;PROGRAMA;INSTRUMENTO;NOMBRE_CONCURSO;ESTADO_DE_ADJUDICACION;DISCIPLINA OECD;REGION_EJECUCION;TIPO_BENEFICIARIO;TIPO DE INSTITUCION;SEXO;ANO_FALLO;MACRO ZONA
NCN02_035;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2002 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2003;NORTE
NCN04_040;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2004 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2005;NORTE
NCN06_032;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2006 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2007;NORTE
NCN06_056;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2006 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2007;NORTE
NCN07_080;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2007;NORTE
NCS07_049-R10;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2007 NUCLEOS MILENIO DE INVESTIGACION EN CIENCIAS SOCIALES;ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2007;NORTE
NCS10_021;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;NORTE
NCS10_023;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;NORTE
NCS10_029;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2011;NORTE
NCS10_039;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2011;NORTE
NCS10_041;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;NORTE
NCN12_001;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;NORTE
NCN12_031;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2013;NORTE
ICN09_004;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 INSTITUTOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;NORTE
NCN16_033;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEO EN CIENCIAS NATURALES Y EXACTAS 2016;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2016;NORTE
NCN17_037;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2017;NORTE
NCN17_047;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2017;NORTE
NCN17_144;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2017;NORTE
NCS17_048;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2017;NORTE
NCS17_053;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2017;NORTE
ICN17_013;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2017;NORTE
NCN19_077;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
NCN19_114;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
NCN19_115;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
NCN19_132;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
ICN19_005;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO MILENIO CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
ICN19_031;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO INSTITUTO MILENIO CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2020;NORTE
ICS19_038;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
NCN21_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;NORTE
NCN21_027;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;NORTE
NCN21_072;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;MUJER;2021;NORTE
ICN21_025;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;NORTE
ICN21_038;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ANTOFAGASTA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;NORTE
NCN04_042;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2004 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ARICA Y PARINACOTA;PERSONA NATURAL;NO APLICA;HOMBRE;2005;NORTE
NCS13_021;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ARICA Y PARINACOTA;PERSONA NATURAL;NO APLICA;MUJER;2014;NORTE
NCN19_035;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ARICA Y PARINACOTA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
ICS19_004;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS SOCIALES;CONCURSO INSTITUTO MILENIO CIENCIAS SOCIALES 2019;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ARICA Y PARINACOTA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
NCS21_023;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ARICA Y PARINACOTA;PERSONA NATURAL;NO APLICA;HOMBRE;2021;NORTE
NCS21_042;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS SOCIALES 2021;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE ARICA Y PARINACOTA;PERSONA NATURAL;NO APLICA;MUJER;2021;NORTE
NCN19_049;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE ATACAMA;PERSONA NATURAL;NO APLICA;HOMBRE;2020;NORTE
NCN13_019;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;PERSONA NATURAL;NO APLICA;HOMBRE;2014;AUSTRAL
NCS13_005;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;PERSONA NATURAL;NO APLICA;MUJER;2014;AUSTRAL
NCN19_096;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;AUSTRAL
NCN99_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;1999;CENTRO
NCN99_015;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;MUJER;1999;CENTRO
NCN99_039;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;1999;CENTRO
NCN01_019;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2001 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2001;CENTRO
NCN01_056;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2001 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;MUJER;2001;CENTRO
NCN02_006;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2002 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2003;CENTRO
NCN02_011;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2002 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2003;CENTRO
NCN07_062;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2007;CENTRO
NCN07_067;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2007 DE INVESTIGACION EN CIENCIAS NATURALES;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2007;CENTRO
NCN10_054;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2011;CENTRO
NCS10_020;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2011;CENTRO
NCN12_030-R16;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2013;CENTRO
NCN12_065;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2013;CENTRO
NCN13_048;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2014;CENTRO
NCN13_052;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS PARA NUCLEOS MILENIO EN CIENCIAS NATURALES Y SOCIALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2014;CENTRO
NCN17_068;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO
NCN17_107;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS EN CIENCIAS SOCIALES Y CIENCIAS NATURALES Y EXACTAS 2017;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2017;CENTRO
NCN19_046;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO
NCN19_066;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;MUJER;2020;CENTRO
NCN19_146;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO
NCN19_155;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO NUCLEOS CIENCIAS NATURALES Y EXACTAS 2019;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2020;CENTRO
NCN21_057;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO
ICN21_007;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;INSTITUTO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE INSTITUTOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2021;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE COQUIMBO;PERSONA NATURAL;NO APLICA;HOMBRE;2021;CENTRO
NCN99_028;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
NCN99_029;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 1999 INSTITUTOS Y NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;CIENCIAS NATURALES;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;1999;SUR
NCN01_060;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2001 NUCLEOS CIENTIFICOS MILENIO;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION DE LA ARAUCANIA;PERSONA NATURAL;NO APLICA;HOMBRE;2001;SUR
