CODIGO_PROYECTO;SUBDIRECCION;PROGRAMA;INSTRUMENTO;NOMBRE_CONCURSO;ESTADO_DE_ADJUDICACION;DISCIPLINA OECD;REGION_EJECUCION;TIPO_BENEFICIARIO;TIPO DE INSTITUCION;SEXO;ANO_FALLO;MACRO ZONA
NCN10_001;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_002;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_003-R13;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_006;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_007;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_008;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS AGRICOLAS;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_010;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_011;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_013;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_014;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_015;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_016;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_017;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_018;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_019;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_020;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_021;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_022-R13;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_023;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_024-R13;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_025;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_026;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_028;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_029;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;MEDICINA Y CIENCIAS DE LA SALUD;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_031;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_032;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_033-R13;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCN10_034;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_035;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_036;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_041;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_057;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN10_058;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_003;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_004;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_005;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_006;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_008;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCS10_009;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_011;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_013;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_014-R13;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_015;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_016;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_017;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_018;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCS10_019;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_022;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_024;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_025;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCS10_027;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_028;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_030;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2011;RM
NCS10_031;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_032;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_034;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_035;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_037;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCS10_038;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS SOCIALES;CONCURSO DE PROYECTOS 2010 NUCLEOS MILENIO EN CIENCIAS SOCIALES;NO ADJUDICADO;CIENCIAS SOCIALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2011;RM
NCN12_003;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;RM
NCN12_004-R16;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;RM
NCN12_005;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;RM
NCN12_007;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;RM
NCN12_008;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;INGENIERIA Y TECNOLOGIA;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;RM
NCN12_012;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;RM
NCN12_013;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;HOMBRE;2013;RM
NCN12_014;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2013;RM
NCN12_015;SUBDIRECCION DE CENTROS E INVESTIGACION ASOCIATIVA;MILENIO;NUCLEO MILENIO EN CIENCIAS NATURALES Y EXACTAS;CONCURSO DE PROYECTOS 2012 NUCLEOS MILENIO EN CIENCIAS NATURALES;NO ADJUDICADO;CIENCIAS NATURALES;REGION METROPOLITANA;PERSONA NATURAL;NO APLICA;MUJER;2013;RM
